rank,prev_rank,name,league,off,def,spi
416,422,Perth Glory,Australian A-League,1.09,1.72,31.9
417,458,Sonderjyske,Danish SAS-Ligaen,1.0,1.61,31.88
418,423,Newcastle Jets,Australian A-League,1.11,1.76,31.86
419,438,Albacete,Spanish Segunda Division,0.85,1.4,31.84
420,424,Hibernian,Scottish Premiership,0.99,1.6,31.81
421,405,VfL Osnabruck,German 2. Bundesliga,1.07,1.71,31.73
422,416,Karlsruher SC,German 2. Bundesliga,1.05,1.69,31.72
423,428,VVV Venlo,Dutch Eredivisie,1.07,1.71,31.67
424,427,SpVgg Greuther Fürth,German 2. Bundesliga,1.02,1.65,31.58
425,429,Ankaragucu,Turkish Turkcell Super Lig,0.97,1.59,31.55
426,,FC Cartagena,Spanish Segunda Division,1.02,1.65,31.53
427,431,Fortuna Sittard,Dutch Eredivisie,1.1,1.76,31.51
428,425,Mirandes,Spanish Segunda Division,1.02,1.66,31.48
429,419,San Antonio FC,United Soccer League,1.19,1.88,31.45
430,432,Erzurumspor,Turkish Turkcell Super Lig,1.0,1.63,31.42
431,,Castellon,Spanish Segunda Division,1.01,1.65,31.36
432,433,Denizlispor,Turkish Turkcell Super Lig,0.92,1.53,31.3
433,403,Urawa Red Diamonds,Japanese J League,1.09,1.77,31.17
434,460,Pittsburgh Riverhounds,United Soccer League,1.01,1.66,31.09
435,440,Lugo,Spanish Segunda Division,0.91,1.53,31.08
436,436,Fatih Karagümrük,Turkish Turkcell Super Lig,0.99,1.63,31.06
437,439,AIK,Swedish Allsvenskan,0.9,1.52,30.91
438,,CD Sabadell,Spanish Segunda Division,1.0,1.66,30.85
439,,Logrones,Spanish Segunda Division,1.0,1.66,30.85
440,435,Montreal Impact,Major League Soccer,1.03,1.71,30.84
441,443,Viking FK,Norwegian Tippeligaen,1.18,1.93,30.58
442,524,Ipswich Town,English League One,0.95,1.62,30.42
443,418,DC United,Major League Soccer,0.96,1.64,30.29
444,450,Nashville SC,Major League Soccer,0.87,1.52,30.28
445,444,FC Vaduz,Swiss Raiffeisen Super League,0.96,1.65,30.19
446,445,RKC,Dutch Eredivisie,1.09,1.82,30.17
447,446,Wellington Phoenix,Australian A-League,1.1,1.83,30.17
448,478,Reno 1868 FC,United Soccer League,1.15,1.91,30.12
449,448,Panetolikos,Greek Super League,0.86,1.51,30.07
450,369,Peterborough United,English League One,1.06,1.79,30.01
451,451,Colon Santa Fe,Argentina Primera Division,0.83,1.48,29.95
452,452,Auxerre,French Ligue 2,0.86,1.52,29.91
453,453,Paris FC,French Ligue 2,0.85,1.51,29.85
454,454,KV Oostende,Belgian Jupiler League,0.98,1.69,29.83
455,455,AC Horsens,Danish SAS-Ligaen,0.97,1.68,29.8
456,456,IK Sirius,Swedish Allsvenskan,1.16,1.95,29.77
457,457,Godoy Cruz,Argentina Primera Division,0.94,1.64,29.76
458,465,Tampa Bay Rowdies,United Soccer League,0.94,1.64,29.72
459,461,Vejle,Danish SAS-Ligaen,0.97,1.68,29.7
460,462,Kilmarnock,Scottish Premiership,0.97,1.69,29.69
461,464,Grenoble,French Ligue 2,0.93,1.63,29.66
462,466,SuperSport United,South African ABSA Premier League,0.81,1.46,29.64
463,459,Jahn Regensburg,German 2. Bundesliga,1.04,1.8,29.52
464,447,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,1.0,1.74,29.44
465,468,Adelaide United,Australian A-League,1.22,2.05,29.37
466,469,Sochaux,French Ligue 2,0.85,1.54,29.25
467,474,Mazatlán FC,Mexican Primera Division Torneo Apertura,0.9,1.61,29.21
468,472,Erzgebirge Aue,German 2. Bundesliga,0.94,1.69,28.82
469,489,FC St. Pauli,German 2. Bundesliga,0.99,1.77,28.78
470,470,AS Nancy Lorraine,French Ligue 2,0.81,1.51,28.78
471,471,Chievo Verona,Italy Serie B,0.85,1.58,28.59
472,430,Oxford United,English League One,0.95,1.73,28.53
473,473,Bidvest Wits,South African ABSA Premier League,0.74,1.44,28.42
474,493,SD Ponferradina,Spanish Segunda Division,0.84,1.58,28.28
475,475,Larissa,Greek Super League,0.7,1.38,28.18
476,476,Frosinone,Italy Serie B,0.79,1.52,28.14
477,477,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,0.99,1.81,28.1
478,449,Consadole Sapporo,Japanese J League,0.99,1.85,27.55
479,480,Lamia,Greek Super League,0.55,1.18,27.53
480,481,Cittadella,Italy Serie B,0.88,1.69,27.49
481,482,Dunkerque,French Ligue 2,0.88,1.68,27.42
482,,Eintracht Braunschweig,German 2. Bundesliga,0.9,1.72,27.4
483,463,IFK Goteborg,Swedish Allsvenskan,0.94,1.78,27.34
484,483,Stabaek,Norwegian Tippeligaen,0.94,1.78,27.33
485,485,Valerenga,Norwegian Tippeligaen,0.94,1.78,27.3
486,309,Charlton Athletic,English League One,0.93,1.78,27.2
487,487,Rodez,French Ligue 2,0.8,1.59,27.1
488,517,Orebro SK,Swedish Allsvenskan,0.99,1.89,26.86
489,490,Guizhou Renhe,Chinese Super League,0.94,1.82,26.81
490,491,Western Sydney FC,Australian A-League,1.07,2.0,26.8
491,492,Melbourne Victory,Australian A-League,1.07,2.01,26.6
492,520,Louisville City FC,United Soccer League,0.94,1.83,26.54
493,494,Livingston,Scottish Premiership,0.87,1.74,26.41
494,495,Haugesund,Norwegian Tippeligaen,0.85,1.71,26.39
495,496,Western United,Australian A-League,1.02,1.96,26.35
496,497,Chateauroux,French Ligue 2,0.82,1.66,26.35
497,499,Brisbane Roar,Australian A-League,0.91,1.81,26.16
498,500,Lyngby,Danish SAS-Ligaen,0.88,1.77,26.14
499,501,Empoli,Italy Serie B,0.89,1.79,26.07
500,510,Östersunds FK,Swedish Allsvenskan,0.78,1.63,25.94
501,503,SK Brann,Norwegian Tippeligaen,0.83,1.71,25.89
502,504,FC Xanthi,Greek Super League,0.58,1.33,25.81
503,507,Niort,French Ligue 2,0.84,1.73,25.62
504,508,Mjallby,Swedish Allsvenskan,0.94,1.89,25.59
505,,Würzburger Kickers,German 2. Bundesliga,0.84,1.75,25.53
506,170,Wigan,English League One,0.88,1.81,25.45
507,509,Waasland-Beveren,Belgian Jupiler League,0.97,1.95,25.35
508,511,Chambly Thelle FC,French Ligue 2,0.78,1.7,24.76
509,442,Portsmouth,English League One,0.81,1.75,24.68
510,498,Indy Eleven,United Soccer League,0.79,1.73,24.63
511,502,Vegalta Sendai,Japanese J League,0.8,1.75,24.61
512,513,Trapani,Italy Serie B,0.89,1.88,24.59
513,515,Cremonese,Italy Serie B,0.7,1.59,24.57
514,516,Salernitana,Italy Serie B,0.8,1.75,24.53
515,518,Black Aces,South African ABSA Premier League,0.81,1.78,24.28
516,519,Cosenza,Italy Serie B,0.81,1.78,24.24
517,521,Motherwell,Scottish Premiership,0.73,1.67,24.18
518,522,Pau,French Ligue 2,0.82,1.81,24.15
519,505,Orange County SC,United Soccer League,0.83,1.82,24.15
520,523,Maritzburg Utd,South African ABSA Premier League,0.56,1.39,24.05
521,586,Salford City,English League Two,0.86,1.88,23.97
522,525,Virtus Entella,Italy Serie B,0.76,1.73,23.89
523,484,Doncaster Rovers,English League One,0.78,1.77,23.69
524,534,Sacramento Republic FC,United Soccer League,0.78,1.78,23.63
525,528,Stromsgodset,Norwegian Tippeligaen,1.04,2.18,23.56
526,512,Shimizu S-Pulse,Japanese J League,1.02,2.16,23.36
527,529,Dundee Utd,Scottish Premiership,0.77,1.78,23.36
528,514,Fleetwood Town,English League One,0.8,1.83,23.25
529,531,Varbergs BoIS FC,Swedish Allsvenskan,0.83,1.9,22.97
530,535,St Johnstone,Scottish Premiership,0.68,1.67,22.78
531,536,Pordenone Calcio,Italy Serie B,0.72,1.75,22.7
532,533,New Mexico United,United Soccer League,0.93,2.07,22.65
533,556,Sagan Tosu,Japanese J League,0.65,1.65,22.46
534,537,Bloem Celtic,South African ABSA Premier League,0.8,1.9,22.37
535,540,F.B.C Unione Venezia,Italy Serie B,0.67,1.68,22.33
536,527,FC Cincinnati,Major League Soccer,0.74,1.81,22.3
537,562,Blackpool,English League One,0.76,1.84,22.27
538,541,US Pescara,Italy Serie B,0.69,1.74,22.08
539,545,Vancouver Whitecaps,Major League Soccer,0.84,1.98,22.08
540,538,Helsingborgs IF,Swedish Allsvenskan,0.81,1.93,22.05
541,543,Sarpsborg,Norwegian Tippeligaen,0.73,1.81,22.0
542,544,Panionios,Greek Super League,0.51,1.45,21.84
543,539,Oita Trinita,Japanese J League,0.63,1.67,21.61
544,532,Gillingham,English League One,0.67,1.76,21.38
545,546,St Mirren,Scottish Premiership,0.62,1.67,21.27
546,547,Volos NFC,Greek Super League,0.65,1.73,21.22
547,542,Austin Bold FC,United Soccer League,0.96,2.24,21.21
548,550,Ross County,Scottish Premiership,0.74,1.89,20.96
549,552,Pisa,Italy Serie B,0.68,1.8,20.84
550,553,Swindon Town,English League One,0.76,1.95,20.8
551,549,Birmingham Legion FC,United Soccer League,0.77,1.97,20.66
552,564,Milton Keynes Dons,English League One,0.7,1.85,20.65
553,551,Miami FC,United Soccer League,0.91,2.19,20.65
554,548,Burton Albion,English League One,0.82,2.06,20.61
555,555,Hamilton Academical,Scottish Premiership,0.69,1.88,20.03
556,568,El Paso Locomotive FC,United Soccer League,0.68,1.88,19.86
557,559,Saint Louis FC,United Soccer League,0.72,1.94,19.81
558,557,Juve Stabia,Italy Serie B,0.76,2.03,19.68
559,560,Perugia,Italy Serie B,0.62,1.8,19.52
560,561,Ascoli,Italy Serie B,0.73,2.0,19.41
561,574,Real Monarchs SLC,United Soccer League,0.8,2.13,19.28
562,554,Lincoln City,English League One,0.69,1.94,19.24
563,563,Charleston Battery,United Soccer League,0.66,1.89,19.13
564,567,Highlands Park FC,South African ABSA Premier League,0.57,1.75,18.95
565,569,Kalmar FF,Swedish Allsvenskan,0.72,2.01,18.93
566,620,Bolton,English League Two,0.71,2.03,18.62
567,570,Falkenbergs FF,Swedish Allsvenskan,0.74,2.08,18.56
568,571,Shonan Bellmare,Japanese J League,0.7,2.02,18.5
569,614,Oldham Athletic,English League Two,0.77,2.14,18.46
570,591,Shrewsbury Town,English League One,0.61,1.87,18.36
571,576,Central Coast Mariners,Australian A-League,0.78,2.26,17.34
572,577,Golden Arrows,South African ABSA Premier League,0.43,1.63,17.14
573,578,Sandefjord,Norwegian Tippeligaen,0.66,2.07,16.94
574,579,IK Start,Norwegian Tippeligaen,0.63,2.03,16.93
575,583,Charlotte Independence,United Soccer League,0.73,2.2,16.89
576,589,Colchester United,English League Two,0.61,2.0,16.68
577,580,Mjondalen,Norwegian Tippeligaen,0.62,2.04,16.46
578,573,Yokohama FC,Japanese J League,0.64,2.09,16.39
579,572,North Carolina FC,United Soccer League,0.67,2.16,16.08
580,582,Cheltenham Town,English League Two,0.52,1.9,16.04
581,558,Plymouth Argyle,English League One,0.6,2.05,16.0
582,575,Accrington Stanley,English League One,0.6,2.07,15.84
583,594,San Diego Loyal SC,United Soccer League,0.5,1.89,15.62
584,584,Polokwane City FC,South African ABSA Premier League,0.47,1.84,15.52
585,585,Aalesund,Norwegian Tippeligaen,0.83,2.52,15.41
586,581,LA Galaxy II,United Soccer League,0.75,2.39,15.35
587,596,Exeter City,English League Two,0.6,2.13,15.12
588,590,Rochdale,English League One,0.61,2.14,15.11
589,592,Bristol Rovers,English League One,0.54,2.02,14.96
590,611,Mansfield Town,English League Two,0.62,2.24,14.32
591,565,Northampton Town,English League One,0.53,2.08,14.2
592,593,Chippa United,South African ABSA Premier League,0.26,1.54,13.92
593,587,Las Vegas Lights FC,United Soccer League,0.61,2.29,13.73
594,615,Southend United,English League Two,0.53,2.14,13.56
595,609,Bradford City,English League Two,0.5,2.08,13.49
596,595,AmaZulu,South African ABSA Premier League,0.31,1.68,13.48
597,588,AFC Wimbledon,English League One,0.47,2.02,13.48
598,603,Tulsa Roughnecks,United Soccer League,0.55,2.2,13.31
599,566,Crewe Alexandra,English League One,0.5,2.11,13.3
600,605,New York Red Bulls II,United Soccer League,0.67,2.45,13.15
601,597,Portland Timbers 2,United Soccer League,0.81,2.74,12.98
602,601,Hartford Athletic,United Soccer League,0.7,2.53,12.97
603,599,Baroka FC,South African ABSA Premier League,0.24,1.57,12.84
604,600,Livorno,Italy Serie B,0.49,2.15,12.81
605,621,Leyton Orient,English League Two,0.55,2.26,12.8
606,613,Memphis 901 FC,United Soccer League,0.58,2.32,12.78
607,598,Crawley Town,English League Two,0.48,2.16,12.36
608,607,Stellenbosch FC,South African ABSA Premier League,0.35,1.89,12.29
609,606,Tranmere Rovers,English League Two,0.47,2.17,12.14
610,610,Black Leopards,South African ABSA Premier League,0.39,2.03,11.75
611,602,Colorado Springs Switchbacks FC,United Soccer League,0.53,2.35,11.56
612,,Barrow,English League Two,0.46,2.22,11.43
613,612,Oklahoma City Energy FC,United Soccer League,0.44,2.19,11.42
614,617,Scunthorpe,English League Two,0.47,2.25,11.4
615,608,Port Vale,English League Two,0.41,2.13,11.37
616,604,Tacoma Defiance,United Soccer League,0.58,2.52,11.08
617,616,Swope Park Rangers,United Soccer League,0.57,2.52,11.02
618,622,Grimsby Town,English League Two,0.44,2.24,10.92
619,618,Forest Green Rovers,English League Two,0.36,2.2,9.87
620,623,Atlanta United 2,United Soccer League,0.49,2.59,9.18
621,631,Morecambe,English League Two,0.35,2.3,8.85
622,619,Walsall,English League Two,0.34,2.29,8.81
623,624,Loudoun United FC,United Soccer League,0.44,2.59,8.44
624,625,Carlisle United,English League Two,0.31,2.3,8.1
625,627,Rio Grande Valley FC Toros,United Soccer League,0.35,2.45,7.88
626,630,Stevenage,English League Two,0.24,2.22,7.54
627,626,Newport County,English League Two,0.2,2.19,7.02
628,629,Cambridge United,English League Two,0.2,2.33,6.22
629,,Harrogate Town,English League Two,0.2,2.43,5.7
630,632,Bethlehem Steel FC,United Soccer League,0.28,3.03,4.23
